id,Type,fixed acidity,volatile acidity,"citric 
acid",residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
id0287,red,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5
id0288,white,7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5
id0289,white,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
id0290,white,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5
id0291,white,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5
id0292,white,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
id0293,red,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5
id0294,white,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
id0295,white,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
id0296,white,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6
id0297,white,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7
id0298,white,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
id0299,red,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5
id0300,white,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
id0301,white,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
id0302,white,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5
id0303,white,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
id0304,white,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5
id0305,white,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
id0306,white,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3
id0307,red,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6
id0308,white,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5
id0309,white,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
id0310,white,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7
id0311,white,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
id0312,white,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6
id0313,red,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6
id0314,white,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
id0315,white,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5
id0316,red,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5
id0317,white,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5
id0318,white,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
id0319,white,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7
id0320,white,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4
id0321,red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
id0322,white,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
id0323,red,9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5
id0324,red,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7
id0325,red,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6
id0326,white,10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,3
id0327,white,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6
id0328,white,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
id0329,white,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
id0330,white,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
id0331,white,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
id0332,white,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
id0333,white,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
id0334,white,7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6
id0335,white,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6
id0336,white,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
id0337,white,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
id0338,white,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
id0339,white,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
id0340,red,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5
id0341,white,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
id0342,white,6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4
id0343,white,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7
id0344,white,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5
id0345,white,6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6
id0346,red,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5
id0347,white,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
id0348,red,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6
id0349,white,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6
id0350,white,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5
id0351,white,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7
id0352,white,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
id0353,white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
id0354,white,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
id0355,red,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
id0356,red,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6
id0357,white,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5
id0358,white,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
id0359,white,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5
id0360,white,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
id0361,red,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5
id0362,white,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6
id0363,white,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
id0364,white,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
id0365,white,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7
id0366,white,7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6
id0367,white,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6
id0368,white,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5
id0369,white,8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5
id0370,red,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5
id0371,white,9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,3
id0372,red,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
id0373,white,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4
id0374,white,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
id0375,red,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
id0376,red,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6
id0377,white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
id0378,white,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
id0379,white,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6
id0380,white,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
id0381,red,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5
id0382,red,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5
id0383,white,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
id0384,white,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
id0385,white,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6
id0386,white,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
id0387,white,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6
id0388,white,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5
id0389,white,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
id0390,white,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5
id0391,white,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5
id0392,red,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6
id0393,white,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7
id0394,red,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
id0395,white,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6
id0396,white,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5
id0397,red,8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5
id0398,white,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5
id0399,white,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
id0400,white,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
id0401,red,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7
id0402,white,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
id0403,white,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
id0404,white,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
id0405,white,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6
id0406,red,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
id0407,red,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8
id0408,white,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
id0409,white,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
id0410,white,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
id0411,white,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7
id0412,white,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7
id0413,white,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,5
id0414,red,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7
id0415,white,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
id0416,white,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
id0417,white,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
id0418,white,7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,5
id0419,white,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
id0420,red,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6
id0421,white,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
id0422,white,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
id0423,white,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6
id0424,white,7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6
id0425,white,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7
id0426,red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
id0427,white,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5
id0428,white,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5
id0429,white,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
id0430,white,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6
id0431,white,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7
id0432,white,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
id0433,white,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7
id0434,white,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
id0435,white,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
id0436,red,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5
id0437,red,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
id0438,red,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6
id0439,red,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5
id0440,white,6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
id0441,white,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
id0442,red,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5
id0443,white,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6
id0444,white,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
id0445,white,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
id0446,red,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
id0447,white,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7
id0448,white,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6
id0449,white,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
id0450,white,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6
id0451,white,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
id0452,white,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7
id0453,white,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5
id0454,white,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
id0455,white,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7
id0456,red,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
id0457,white,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
id0458,white,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5
id0459,white,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5
id0460,red,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6
id0461,white,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
id0462,white,6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6
id0463,white,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
id0464,white,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
id0465,white,6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6
id0466,red,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6
id0467,white,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
id0468,red,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
id0469,white,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5
id0470,white,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
id0471,red,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5
id0472,white,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6
id0473,white,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5
id0474,white,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
id0475,white,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
id0476,red,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6
id0477,white,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
id0478,white,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
id0479,white,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,5
id0480,white,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
id0481,red,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5
id0482,red,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5
id0483,white,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6
id0484,white,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
id0485,red,13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6
id0486,red,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5
id0487,red,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6
id0488,white,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5
id0489,white,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6
id0490,white,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6
id0491,red,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5
id0492,white,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6
id0493,white,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5
id0494,white,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
id0495,white,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
id0496,white,7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6
id0497,white,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5
id0498,red,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5
id0499,white,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6
id0500,white,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6
id0501,white,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6
id0502,white,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
id0503,white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
id0504,white,7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6
id0505,white,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6
id0506,white,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
id0507,white,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7
id0508,white,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
id0509,white,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4
id0510,red,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
id0511,white,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
id0512,red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
id0513,white,6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
id0514,white,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,7
id0515,red,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
id0516,white,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
id0517,white,6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
id0518,white,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6
id0519,red,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
id0520,white,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5
id0521,red,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
id0522,white,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5
id0523,white,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
id0524,white,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7
id0525,white,6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7
id0526,red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
id0527,white,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
id0528,white,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5
id0529,white,6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7
id0530,white,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
id0531,white,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5
id0532,white,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
id0533,white,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
id0534,white,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7
id0535,white,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
id0536,red,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
id0537,white,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
id0538,white,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5
id0539,white,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6
id0540,white,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,5
id0541,red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
id0542,red,10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7
id0543,white,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
id0544,white,6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6
id0545,white,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
id0546,red,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5
id0547,white,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6
id0548,white,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6
id0549,white,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
id0550,white,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
id0551,white,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3
id0552,red,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4
id0553,red,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6
id0554,red,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5
id0555,white,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5
id0556,white,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5
id0557,white,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7
id0558,white,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6
id0559,red,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6
id0560,white,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
id0561,white,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4
id0562,white,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
id0563,white,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
id0564,white,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6
id0565,red,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
id0566,white,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7
id0567,white,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5
id0568,white,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
id0569,red,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6
id0570,white,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5
id0571,white,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
id0572,white,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
id0573,white,6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6
id0574,red,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5
